Diag Code   Short Description               Long Description
E0132       Vacuuming                       Activities involving vacuuming
E0133       Ironing                         Activities involving ironing
E0134       Floor mopping/cleaning          Activities involving floor mopping and cleaning
E0135       Residential relocation          Activities involving residential relocation
E0138       Personal hygiene NEC            Other personal hygiene activity
E0139       Househld maintenance NEC        Other household maintenance
E0140       Caregiving-bathing              Caregiving involving bathing
E0141       Caregiving-lifting              Caregiving involving lifting
E0149       Caregiving NEC                  Other activity involving person providing caregiving
E0150       Food prep & cleanup             Activities involving food preparation and clean up
E0151       Grilling & smoking food         Activities involving grilling and smoking food
E0152       Cooking & baking                Activities involving cooking and baking
E0159       Cooking & grilling NEC          Other activity involving cooking and grilling
E0160       Digging,shovel,rake             Activities involving digging, shoveling and raking
E0161       Gardening/landscaping           Activities involving gardening and landscaping
E0162       Building & construction         Activities involving building and construction
E0169       Land maintain/cnstrt NEC        Other activity involving property and land maintenance, building and construction
E0170       Roller coaster riding           Roller coaster riding
E0179       External motion NEC             Other activity involving external motion
E0180       Piano playing                   Activities involving piano playing
E0181       Drum/percussion playing         Activities involving drum and other percussion instrument playing
E0182       String instrument play          Activities involving string instrument playing
E0183       Winds/brass instru play         Activities involving winds and brass instrument playing
E0190       Walking an animal               Activities involving walking an animal
E0191       Milking an animal               Activities involving milking an animal
E0192       Groom/shearing animal           Activities involving grooming and shearing an animal
E0199       Animal care NEC                 Other activity involving animal care
E0290       Refereeing sports               Refereeing a sports activity
E0291       Spectator at event              Spectator at an event
E0292       Rough housing/horseplay         Rough housing and horseplay
E0299       Activity NEC                    Other activity
E030        Activity NOS                    Unspecified activity
E8000       RR collision NOS-employ         Railway accident involving collision with rolling stock and injuring railway employee
E8001       RR coll NOS-passenger           Railway accident involving collision with rolling stock and injuring passenger on railway
E8002       RR coll NOS-pedestrian          Railway accident involving collision with rolling stock and injuring pedestrian
E8003       RR coll NOS-ped cyclist         Railway accident involving collision with rolling stock and injuring pedal cyclist
E8008       RR coll NOS-person NEC          Railway accident involving collision with rolling stock and injuring other specified person
E8009       RR coll NOS-person NOS          Railway accident involving collision with rolling stock and injuring unspecified person
E8010       RR coll w oth obj-employ        Railway accident involving collision with other object and injuring railway employee
E8011       RR coll w oth obj-pasngr        Railway accident involving collision with other object and injuring passenger on railway
E8012       RR coll w oth obj-pedest        Railway accident involving collision with other object and injuring pedestrian
E8013       RR coll w oth obj-cycl          Railway accident involving collision with other object and injuring pedal cyclist
E8018       RR col w oth obj-per NEC        Railway accident involving collision with other object and injuring other specified person
E8019       RR col w oth obj-per NOS        Railway accident involving collision with other object and injuring unspecified person
E8020       RR acc w derail-employee        Railway accident involving derailment without antecedent collision injuring railway employee
E8021       RR acc w derail-passeng         Railway accident involving derailment without antecedent collision injuring passenger on railway
E8022       RR acc w derail-pedest          Railway accident involving derailment without antecedent collision injuring pedestrian
E8023       RR acc w derail-ped cycl        Railway accident involving derailment without antecedent collision injuring pedal cyclist
E8028       RR acc w derail-pers NEC        Railway accident involving derailment without antecedent collision injuring other specified person
E8029       RR acc w derail-pers NOS        Railway accident involving derailment without antecedent collision injuring unspecified person
E8030       RR acc w explosion-empl         Railway accident involving explosion, fire, or burning injuring railway employee
E8031       RR acc w explos-pasngr          Railway accident involving explosion, fire, or burning injuring passenger on railway
E8032       RR acc w explos-pedest          Railway accident involving explosion, fire, or burning injuring pedestrian
E8033       RR acc w explos-ped cycl        Railway accident involving explosion, fire, or burning injuring pedal cyclist
E8038       RR acc w explos-pers NEC        Railway accident involving explosion, fire, or burning injuring other specified person
E8039       RR acc w explos-pers NOS        Railway accident involving explosion, fire, or burning injuring unspecified person
E8040       Fall on/from train-empl         Fall in, on, or from railway train injuring railway employee
E8041       Fall from train-passengr        Fall in, on, or from railway train injuring passenger on railway
E8042       Fall from train-pedest          Fall in, on, or from railway train injuring pedestrian
E8043       Fall from train-ped cycl        Fall in, on, or from railway train injuring pedal cyclist
E8048       Fall from train-pers NEC        Fall in, on, or from railway train injuring other specified person
E8049       Fall from train-pers NOS        Fall in, on, or from railway train injuring unspecified person
E8050       Hit by train-employee           Railway employee hit by rolling stock
E8051       Hit by train-passenger          Passenger on railway hit by rolling stock
E8052       Hit by train-pedestrian         Pedestrian hit by rolling stock
E8053       Hit by train-ped cyclist        Pedal cyclist hit by rolling stock
E8058       Hit by train-person NEC         Other specified person hit by rolling stock
E8059       Hit by train-person NOS         Unspecified person hit by rolling stock
E8060       RR acc NEC-employee             Other specified railway accident injuring railway employee
E8061       RR acc NEC-passenger            Other specified railway accident injuring passenger on railway
E8062       RR acc NEC-pedestrian           Other specified railway accident injuring pedestrian
E8063       RR acc NEC-ped cyclist          Other specified railway accident injuring pedal cyclist
E8068       RR acc NEC-person NEC           Other specified railway accident injuring other specified person
E8069       RR acc NEC-person NOS           Other specified railway accident injuring unspecified person
E8070       RR accident NOS-employee        Railway accident of unspecified nature injuring railway employee
E8071       RR acc NOS-passenger            Railway accident of unspecified nature injuring passenger on railway
E8072       RR acc NOS-pedestrian           Railway accident of unspecified nature injuring pedestrian
E8073       RR acc NOS-ped cyclist          Railway accident of unspecified nature injuring pedal cyclist
E8078       RR acc NOS-person NEC           Railway accident of unspecified nature injuring other specified person
E8079       RR acc NOS-person NOS           Railway accident of unspecified nature injuring unspecified person
E8100       Mv-train coll-driver            Motor vehicle traffic accident involving collision with train injuring driver of motor vehicle other than motorcycle
E8101       Mv-train coll-pasngr            Motor vehicle traffic accident involving collision with train injuring passenger in motor vehicle other than motorcycle
E8102       Mv-train coll-motorcycl         Motor vehicle traffic accident involving collision with train injuring motorcyclist
E8103       Mv-train coll-mcycl psgr        Motor vehicle traffic accident involving collision with train injuring passenger on motorcycle
E8104       Mv-train coll-st car            Motor vehicle traffic accident involving collision with train injuring occupant of streetcar
E8105       Mv-train coll-anim rid          Motor vehicle traffic accident involving collision with train injuring rider of animal; occupant of animal-drawn vehicle
E8106       Mv-train coll-ped cycl          Motor vehicle traffic accident involving collision with train injuring pedal cyclist
E8107       Mv-train coll-pedest            Motor vehicle traffic accident involving collision with train injuring pedestrian
E8108       Mv-train coll-pers NEC          Motor vehicle traffic accident involving collision with train injuring other specified person
E8109       Mv-train coll-pers NOS          Motor vehicle traffic accident involving collision with train injuring unspecified person
E8110       Reentrant mv coll-driver        Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring driver of motor vehicle other than motorcycle
E8111       Reentrant mv coll-pasngr        Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger in motor vehicle other than motorcycle
E8112       Reentrant coll-motcycl          Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring motorcyclist
E8113       Reentrant coll-mcyc psgr        Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger on motorcycle
E8114       Reentrant coll-st car           Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring occupant of streetcar
E8115       Reentrant coll-anim rid         Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
E8116       Reentrant coll-ped cycl         Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedal cyclist
E8117       Reentrant coll-pedest           Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedestrian
E8118       Reentrant coll-pers NEC         Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring other specified person
E8119       Reentrant coll-pers NOS         Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring unspecified person
E8120       Mv collision NOS-driver         Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle
E8121       Mv collision NOS-pasngr         Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger in motor vehicle other than motorcycle
E8122       Mv collis NOS-motorcycl         Other motor vehicle traffic accident involving collision with motor vehicle injuring motorcyclist
E8123       Mv coll NOS-mcycl psngr         Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger on motorcycle
E8124       Mv collision NOS-st car         Other motor vehicle traffic accident involving collision with motor vehicle injuring occupant of streetcar
E8125       Mv coll NOS-anim rid            Other motor vehicle traffic accident involving collision with motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
E8126       Mv coll NOS-ped cycl            Other motor vehicle traffic accident involving collision with motor vehicle injuring pedal cyclist
E8127       Mv collision NOS-pedest         Other motor vehicle traffic accident involving collision with motor vehicle injuring pedestrian
E8128       Mv collis NOS-pers NEC          Other motor vehicle traffic accident involving collision with motor vehicle injuring other specified person
E8129       Mv collis NOS-pers NOS          Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person
E8130       Mv-oth veh coll-driver          Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle
E8131       Mv-oth veh coll-pasngr          Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle
E8132       Mv-oth veh coll-motcycl         Motor vehicle traffic accident involving collision with other vehicle injuring motorcyclist
E8133       Mv-oth veh coll-mcyc psg        Motor vehicle traffic accident involving collision with other vehicle injuring passenger on motorcycle
E8134       Mv-oth veh coll-st car          Motor vehicle traffic accident involving collision with other vehicle injuring occupant of streetcar
E8135       Mv-oth veh coll-anim rid        Motor vehicle traffic accident involving collision with other vehicle injuring rider of animal; occupant of animal-drawn vehicle
E8136       Mv-oth veh coll-ped cycl        Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist
E8137       Mv-oth veh coll-pedest          Motor vehicle traffic accident involving collision with other vehicle injuring pedestrian
E8138       Mv-oth veh coll-pers NEC        Motor vehicle traffic accident involving collision with other vehicle injuring other specified person
E8139       Mv-oth veh coll-pers NOS        Motor vehicle traffic accident involving collision with other vehicle injuring unspecified person
E8140       Mv coll w pedest-driver         Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle
E8141       Mv coll w pedest-pasngr         Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle
E8142       Mv coll w pedest-motcycl        Motor vehicle traffic accident involving collision with pedestrian injuring motorcyclist
E8143       Mv coll w ped-mcycl psgr        Motor vehicle traffic accident involving collision with pedestrian injuring passenger on motorcycle
E8144       Mv coll w pedest-st car         Motor vehicle traffic accident involving collision with pedestrian injuring occupant of streetcar
E8145       Mv coll w ped-anim rid          Motor vehicle traffic accident involving collision with pedestrian injuring rider of animal; occupant of animal drawn vehicle
E8146       Mv coll w ped-ped cycl          Motor vehicle traffic accident involving collision with pedestrian injuring pedal cyclist
E8147       Mv coll w pedest-pedest         Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian
E8148       Mv coll w pedes-pers NEC        Motor vehicle traffic accident involving collision with pedestrian injuring other specified person
E8149       Mv coll w pedes-pers NOS        Motor vehicle traffic accident involving collision with pedestrian injuring unspecified person
E8150       Mv coll w oth obj-driver        Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
E8151       Mv coll w oth obj-pasngr        Other motor vehicle traffic accident involving collision on the highway injuring passenger in motor vehicle other than motorcycle
E8152       Mv coll w oth obj-mocycl        Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist
E8153       Mv coll w obj-mcycl psgr        Other motor vehicle traffic accident involving collision on the highway injuring passenger on motorcycle
E8154       Mv coll w obj-st car            Other motor vehicle traffic accident involving collision on the highway injuring occupant of streetcar
E8155       Mv coll w obj-anim rider        Other motor vehicle traffic accident involving collision on the highway injuring rider of animal; occupant of animal-drawn vehicle
E8156       Mv coll w obj-ped cycl          Other motor vehicle traffic accident involving collision on the highway injuring pedal cyclist
E8157       Mv coll w obj-pedest            Other motor vehicle traffic accident involving collision on the highway injuring pedestrian
E8158       Mv coll w obj-pers NEC          Other motor vehicle traffic accident involving collision on the highway injuring other specified person
E8159       Mv coll w obj-pers NOS          Other motor vehicle traffic accident involving collision on the highway injuring unspecified person
E8160       Loss control mv acc-driv        Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle
E8161       Loss control mv acc-psgr        Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger in motor vehicle other than motorcycle
E8162       Loss control mv-mocycl          Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring motorcyclist
E8163       Loss control mv-mcyc psg        Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle
E8164       Loss cont mv acc-st car         Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring occupant of streetcar
E8165       Loss cont mv-anim rider         Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring rider of animal; occupant of animal-drawn vehicle
E8166       Loss control mv-ped cycl        Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedal cyclist
E8167       Loss control mv-pedest          Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedestrian
E8168       Loss control mv-pers NEC        Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring other specified person
E8169       Loss control mv-pers NOS        Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring unspecified person
E8170       Mv acc board/alight-driv        Noncollision motor vehicle traffic accident while boarding or alighting injuring driver of motor vehicle other than motorcycle
E8171       Mv acc board/alight-psgr        Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger in motor vehicle other than motorcycle
E8172       Mv board/alight-motcycl         Noncollision motor vehicle traffic accident while boarding or alighting injuring motorcyclist
E8173       Mv brd/alight-mcycl psgr        Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger on motorcycle
E8174       Mv acc brd/alight-st car        Noncollision motor vehicle traffic accident while boarding or alighting injuring occupant of streetcar
E8175       Mv brd/alight-anim rider        Noncollision motor vehicle traffic accident while boarding or alighting injuring rider of animal; occupant of animal-drawn vehicle
E8176       Mv brd/alight-ped cycl          Noncollision motor vehicle traffic accident while boarding or alighting injuring pedal cyclist
E8177       Mv brd/alight-pedestrian        Noncollision motor vehicle traffic accident while boarding or alighting injuring pedestrian
E8178       Mv board/alight-pers NEC        Noncollision motor vehicle traffic accident while boarding or alighting injuring other specified person
E8179       Mv board/alight-pers NOS        Noncollision motor vehicle traffic accident while boarding or alighting injuring unspecified person
E8180       Mv traff acc NEC-driver         Other noncollision motor vehicle traffic accident injuring driver of motor vehicle other than motorcycle
E8181       Mv traff acc NEC-pasngr         Other noncollision motor vehicle traffic accident injuring passenger in motor vehicle other than motorcycle
E8182       Mv traff acc NEC-mocycl         Other noncollision motor vehicle traffic accident injuring motorcyclist
E8183       Mv traff acc-mcycl psgr         Other noncollision motor vehicle traffic accident injuring passenger on motorcycle
E8184       Mv traff acc NEC-st car         Other noncollision motor vehicle traffic accident injuring occupant of streetcar
E8185       Mv traff acc-anim rider         Other noncollision motor vehicle traffic accident injuring rider of animal; occupant of animal-drawn vehicle
E8186       Mv traff acc-ped cyc            Other noncollision motor vehicle traffic accident injuring pedal cyclist
E8187       Mv traff acc NEC-pedest         Other noncollision motor vehicle traffic accident injuring pedestrian
E8188       Mv traff acc-pers NEC           Other noncollision motor vehicle traffic accident injuring other specified person
E8189       Mv traff acc-pers NOS           Other noncollision motor vehicle traffic accident injuring unspecified person
E8190       Traffic acc NOS-driver          Motor vehicle traffic accident of unspecified nature injuring driver of motor vehicle other than motorcycle
E8191       Traffic acc NOS-pasngr          Motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle
E8192       Traffic acc NOS-motcycl         Motor vehicle traffic accident of unspecified nature injuring motorcyclist
E8193       Traff acc NOS-mcycl psgr        Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle
E8194       Traffic acc NOS-st car          Motor vehicle traffic accident of unspecified nature injuring occupant of streetcar
E8195       Traff acc NOS-anim rider        Motor vehicle traffic accident of unspecified nature injuring rider of animal; occupant of animal-drawn vehicle
E8196       Traffic acc NOS-ped cycl        Motor vehicle traffic accident of unspecified nature injuring pedal cyclist
E8197       Traffic acc NOS-pedest          Motor vehicle traffic accident of unspecified nature injuring pedestrian
E8198       Traffic acc NOS-pers NEC        Motor vehicle traffic accident of unspecified nature injuring other specified person
E8199       Traffic acc NOS-pers NOS        Motor vehicle traffic accident of unspecified nature injuring unspecified person
E8200       Snow veh acc-driver             Nontraffic accident involving motor-driven snow vehicle injuring driver of motor vehicle other than motorcycle
E8201       Snow veh acc-pasngr             Nontraffic accident involving motor-driven snow vehicle injuring passenger in motor vehicle other than motorcycle
E8202       Snow veh acc-motorcycl          Nontraffic accident involving motor-driven snow vehicle injuring motorcyclist
E8203       Snow veh acc-mcycl psgr         Nontraffic accident involving motor-driven snow vehicle injuring passenger on motorcycle
E8204       Snow veh acc-st car             Nontraffic accident involving motor-driven snow vehicle injuring occupant of streetcar
E8205       Snow veh acc-anim rider         Nontraffic accident involving motor-driven snow vehicle injuring rider of animal; occupant of animal-drawn vehicle
E8206       Snow veh acc-ped cycl           Nontraffic accident involving motor-driven snow vehicle injuring pedal cyclist
E8207       Snow veh acc-pedest             Nontraffic accident involving motor-driven snow vehicle injuring pedestrian
E8208       Snow veh acc-pers NEC           Nontraffic accident involving motor-driven snow vehicle injuring other specified person
E8209       Snow veh acc-pers NOS           Nontraffic accident involving motor-driven snow vehicle injuring unspecified person
E8210       Oth off-road mv acc-driv        Nontraffic accident involving other off-road motor vehicle injuring driver of motor vehicle other than motorcycle
E8211       Oth off-road mv acc-psgr        Nontraffic accident involving other off-road motor vehicle injuring passenger in motor vehicle other than motorcycle
E8212       Oth off-road mv-mocycl          Nontraffic accident involving other off-road motor vehicle injuring motorcyclist
E8213       Oth off-road mv-mcyc psg        Nontraffic accident involving other off-road motor vehicle injuring passenger on motorcycle
E8214       Oth off-road mv-st car          Nontraffic accident involving other off-road motor vehicle injuring occupant of streetcar
E8215       Oth off-road mv-anim rid        Nontraffic accident involving other off-road motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
E8216       Oth off-road mv-ped cycl        Nontraffic accident involving other off-road motor vehicle injuring pedal cyclist
E8217       Oth off-road mv-pedest          Nontraffic accident involving other off-road motor vehicle injuring pedestrian
E8218       Oth off-road mv-pers NEC        Nontraffic accident involving other off-road motor vehicle injuring other specified person
E8219       Oth off-road mv-pers NOS        Nontraffic accident involving other off-road motor vehicle injuring unspecified person
E8220       Oth coll w mov obj-driv         Other motor vehicle nontraffic accident involving collision with moving object injuring driver of motor vehicle other than motorcycle
E8221       Oth coll w mov obj-psgr         Other motor vehicle nontraffic accident involving collision with moving object injuring passenger in motor vehicle other than motorcycle
E8222       Oth coll mov obj-mocycl         Other motor vehicle nontraffic accident involving collision with moving object injuring motorcyclist
E8223       Oth coll mov obj-cyc psg        Other motor vehicle nontraffic accident involving collision with moving object injuring passenger on motorcycle
E8224       Oth coll mov obj-st car         Other motor vehicle nontraffic accident involving collision with moving object injuring occupant of streetcar
E8225       Oth coll mov obj-rider          Other motor vehicle nontraffic accident involving collision with moving object injuring rider of animal; occupant of animal-drawn vehicle
E8226       Oth coll mov obj-ped cyc        Other motor vehicle nontraffic accident involving collision with moving object injuring pedal cyclist
E8227       Oth coll mov obj-pedest         Other motor vehicle nontraffic accident involving collision with moving object injuring pedestrian
E8228       Oth coll mov obj-per NEC        Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person
E8229       Oth coll mov obj-per NOS        Other motor vehicle nontraffic accident involving collision with moving object injuring unspecified person
E8230       Oth coll stndng obj-driv        Other motor vehicle nontraffic accident involving collision with stationary object injuring driver of motor vehicle other than motorcycle
E8231       Oth coll stndng obj-psgr        Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle
E8232       Oth coll stnd obj-mocycl        Other motor vehicle nontraffic accident involving collision with stationary object injuring motorcyclist
E8233       Oth coll stn obj-cyc psg        Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger on motorcycle
E8234       Oth coll stnd obj-st car        Other motor vehicle nontraffic accident involving collision with stationary object injuring occupant of streetcar
E8235       Oth coll stnd obj-rider         Other motor vehicle nontraffic accident involving collision with stationary object injuring rider of animal; occupant of animal-drawn vehicle
E8236       Oth coll stn obj-ped cyc        Other motor vehicle nontraffic accident involving collision with stationary object injuring pedal cyclist
E8237       Oth coll stnd obj-pedest        Other motor vehicle nontraffic accident involving collision with stationary object injuring pedestrian
E8238       Oth coll stn obj-per NEC        Other motor vehicle nontraffic accident involving collision with stationary object injuring other specified person
E8239       Oth col-stnd-obj-per NOS        Other motor vehicle nontraffic accident involving collision with stationary object injuring unspecified person
E8240       N-traf board/alight-driv        Other motor vehicle nontraffic accident while boarding and alighting injuring driver of motor vehicle other than motorcycle
E8241       N-traf board/alight-psgr        Other motor vehicle nontraffic accident while boarding and alighting injuring passenger in motor vehicle other than motorcycle
E8242       N-traf brd/alight-mocycl        Other motor vehicle nontraffic accident while boarding and alighting injuring motorcyclist
E8243       N-traf brd/alit-mcyc psg        Other motor vehicle nontraffic accident while boarding and alighting injuring passenger on motorcycle
E8244       N-traf brd/alit-st car          Other motor vehicle nontraffic accident while boarding and alighting injuring occupant of streetcar
E8245       N-traf brd/alit-anim rid        Other motor vehicle nontraffic accident while boarding and alighting injuring rider of animal; occupant of animal-drawn vehicle
E8246       N-traf brd/alit-ped cycl        Other motor vehicle nontraffic accident while boarding and alighting injuring pedal cyclist
E8247       N-traf brd/alit-pedest          Other motor vehicle nontraffic accident while boarding and alighting injuring pedestrian
E8248       N-traf brd/alit-pers NEC        Other motor vehicle nontraffic accident while boarding and alighting injuring other specified person
E8249       N-traf brd/alit-pers NOS        Other motor vehicle nontraffic accident while boarding and alighting injuring unspecified person
E8250       Mv n-traff acc NEC-driv         Other motor vehicle nontraffic accident of other and unspecified nature injuring driver of motor vehicle other than motorcycle
E8251       Mv n-traff NEC/NOS-psgr         Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger in motor vehicle other than motorcycle
E8252       Mv n-traf acc NEC-mocycl        Other motor vehicle nontraffic accident of other and unspecified nature injuring motorcyclist
E8253       Mv n-traff NEC-mcyc psgr        Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger on motorcycle
E8254       Mv n-traff NEC-st car           Other motor vehicle nontraffic accident of other and unspecified nature injuring occupant of streetcar
E8255       Mv n-traf NEC-anim rider        Other motor vehicle nontraffic accident of other and unspecified nature injuring rider of animal; occupant of animal-drawn vehicle
E8256       Mv n-traff NEC-ped cycl         Other motor vehicle nontraffic accident of other and unspecified nature injuring pedal cyclist
E8257       Mv n-traff NEC-pedest           Other motor vehicle nontraffic accident of other and unspecified nature injuring pedestrian
E8258       Mv n-traff NEC-pers NEC         Other motor vehicle nontraffic accident of other and unspecified nature injuring other specified person
E8259       Mv n-traff NEC-pers NOS         Other motor vehicle nontraffic accident of other and unspecified nature injuring unspecified person
E8260       Pedal cycle acc-pedest          Pedal cycle accident injuring pedestrian
E8261       Ped cycl acc-ped cyclist        Pedal cycle accident injuring pedal cyclist
E8262       Ped cycle acc-anim rider        Pedal cycle accident injuring rider of animal
E8263       Ped cyc acc-occ anim veh        Pedal cycle accident injuring occupant of animal-drawn vehicle
E8264       Ped cycle acc-occ st car        Pedal cycle accident injuring occupant of streetcar
E8268       Ped cycle acc-pers NEC          Pedal cycle accident injuring other specified person
E8269       Ped cycle acc-pers NOS          Pedal cycle accident injuring unspecified person
E8270       Animal drawn veh-pedest         Animal-drawn vehicle accident injuring pedestrian
E8272       Anim drawn veh-anim rid         Animal-drawn vehicle accident injuring rider of animal
E8273       Animal drawn veh-occupan        Animal-drawn vehicle accident injuring occupant of animal drawn vehicle
E8274       Anim drawn-occ st car           Animal-drawn vehicle accident injuring occupant of streetcar
E8278       Anim drawn veh-pers NEC         Animal-drawn vehicle accident injuring other specified person
E8279       Anim drawn veh-pers NOS         Animal-drawn vehicle accident injuring unspecified person
E8280       Ridden animal acc-pedest        Accident involving animal being ridden injuring pedestrian
E8282       Ridden animal acc-rider         Accident involving animal being ridden injuring rider of animal
E8284       Ridden animal acc-st car        Accident involving animal being ridden injuring occupant of streetcar
E8288       Ridden anim acc-pers NEC        Accident involving animal being ridden injuring other specified person
E8289       Ridden anim acc-pers NOS        Accident involving animal being ridden injuring unspecified person
E8290       Oth road veh acc-pedest         Other road vehicle accidents injuring pedestrian
E8294       Oth rd veh acc-st car           Other road vehicle accidents injuring occupant of streetcar
E8298       Oth rd veh acc-pers NEC         Other road vehicle accidents injuring other specified person
E8299       Oth rd veh acc-pers NOS         Other road vehicle accidents injuring unspecified person
E8300       Boat acc w submers-unpow        Accident to watercraft causing submersion injuring occupant of small boat, unpowered
E8301       Boat acc w submers-power        Accident to watercraft causing submersion injuring occupant of small boat, powered
E8302       Boat acc w submers-crew         Accident to watercraft causing submersion injuring occupant of other watercraft -- crew
E8303       Boat acc w submers-psgr         Accident to watercraft causing submersion injuring occupant of other watercraft -- other than crew
E8304       Boat submers-water skier        Accident to watercraft causing submersion injuring water skier
E8305       Boat submers-swimmer            Accident to watercraft causing submersion injuring swimmer
E8306       Boat submers-dockers            Accident to watercraft causing submersion injuring dockers, stevedores
E8307       Boat submers-military           Accident to watercraft causing submersion, occupant of military watercraft, any type
E8308       Boat submers-pers NEC           Accident to watercraft causing submersion injuring other specified person
E8309       Boat submers-pers NOS           Accident to watercraft causing submersion injuring unspecified person
E8310       Boat acc inj NEC-unpower        Accident to watercraft causing other injury to occupant of small boat, unpowered
E8311       Boat acc inj NEC-power          Accident to watercraft causing other injury to occupant of small boat, powered
E8312       Boat acc inj NEC-crew           Accident to watercraft causing other injury to occupant of other watercraft -- crew
E8313       Boat acc inj NEC-passeng        Accident to watercraft causing other injury to occupant of other watercraft -- other than crew
E8314       Boat acc inj NEC-skier          Accident to watercraft causing other injury to water skier
E8315       Boat acc inj NEC-swim           Accident to watercraft causing other injury to swimmer
E8316       Boat acc inj NEC-docker         Accident to watercraft causing other injury to dockers, stevedores
E8317       Boat acc inj NEC-militry        Accident to watercraft causing other injury, occupant of military watercraft, any type
E8318       Boat inj NEC-person NEC         Accident to watercraft causing other injury to other specified person
E8319       Boat inj NEC-person NOS         Accident to watercraft causing other injury to unspecified person
E8320       Submers NEC-unpow boat          Other accidental submersion or drowning in water transport accident injuring occupant of small boat, unpowered
E8321       Submers NEC-power boat          Other accidental submersion or drowning in water transport accident injuring occupant of small boat, powered
E8322       Submers NEC-crew                Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- crew
E8323       Submers NEC-passenger           Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- other than crew
E8324       Submers NEC-water skier         Other accidental submersion or drowning in water transport accident injuring water skier
E8325       Submers NEC-swimmer             Other accidental submersion or drowning in water transport accident injuring swimmer
E8326       Submers NEC-docker              Other accidental submersion or drowning in water transport accident injuring dockers, stevedores
E8327       Submersion NEC-military         Other accidental submersion or drowning in water transport accident, occupant of military watercraft, any type
E8328       Submers NEC-person NEC          Other accidental submersion or drowning in water transport accident injuring other specified person
E8329       Submers NEC-person NOS          Other accidental submersion or drowning in water transport accident injuring unspecified person
E8330       W/craft stair fall-unpow        Fall on stairs or ladders in water transport injuring occupant of small boat, unpowered
E8331       W/craft stair fall-power        Fall on stairs or ladders in water transport injuring occupant of small boat, powered
E8332       Wtrcraft stair fall-crew        Fall on stairs or ladders in water transport injuring occupant of other watercraft -- crew
E8333       Wtrcraft stair fall-psgr        Fall on stairs or ladders in water transport injuring occupant of other watercraft -- other than crew
E8334       W/craft stair fall-skier        Fall on stairs or ladders in water transport injuring water skier
E8335       W/craft stair fall-swim         Fall on stairs or ladders in water transport injuring swimmer
E8336       W/crf stair fall-docker         Fall on stairs or ladders in water transport injuring dockers, stevedores
E8337       W/crf stair fall-militry        Fall on stairs or ladders in water transport, occupant of military watercraft, any type
E8338       W/crf stair fall-per NEC        Fall on stairs or ladders in water transport injuring other specified person
E8339       W/crf stair fall-per NOS        Fall on stairs or ladders in water transport injuring unspecified person
